age,steps_per_day,active_minutes,sedentary_minutes,sleep_hours,sleep_quality,stress_level,workouts_per_week,diet_quality,hydration_liters,bmi,heart_rate_resting,heart_rate_avg,calories_burned,consistency_score,lifestyle_category,fitness_level
49,7880,65,1139,8.4,10.0,6.53,3,5.5,1.31,20.52,63.0,105.9,1500.0,5.6,Active,Moderate
59,5211,22,1141,6.42,6.53,6.02,4,8.36,2.42,23.73,67.5,114.7,1500.0,10.0,Active,Moderate
35,3911,43,1084,4.97,5.42,6.66,3,6.45,2.84,28.2,69.8,109.8,1500.0,8.26,Active,Unfit
32,3482,42,1097,5.53,5.26,8.82,4,7.16,1.71,30.94,79.1,136.3,1500.0,7.45,Active,Unfit
57,7191,37,1119,5.98,5.6,7.02,7,4.11,3.8,21.03,62.7,94.9,1500.0,7.88,Athlete,Unfit
49,9962,92,1044,6.82,6.98,5.82,0,5.98,1.35,20.12,60.4,96.4,1500.0,9.7,Sedentary,Moderate
26,6760,58,983,7.48,8.72,6.6,2,4.95,2.67,26.15,68.4,113.7,1500.0,7.23,Active,Moderate
54,8499,69,937,7.08,5.86,9.66,3,4.71,3.06,17.06,60.4,104.7,1500.0,6.13,Active,Moderate
27,8428,93,996,7.47,5.82,6.52,3,7.97,1.6,20.93,64.7,110.2,1500.0,8.79,Active,Moderate
37,5178,47,973,6.28,5.66,8.54,3,9.95,1.51,24.96,72.1,112.1,1500.0,7.91,Active,Unfit
23,6674,67,1071,6.55,8.05,6.31,3,4.6,1.49,25.74,69.7,104.1,1500.0,10.0,Active,Moderate
20,7204,70,1039,5.78,6.03,3.1,6,7.9,3.4,20.83,69.6,122.9,1500.0,6.83,Athlete,Moderate
59,8986,58,1005,6.91,6.12,7.2,2,9.46,2.89,18.24,62.9,106.6,1500.0,10.0,Active,Moderate
28,5724,53,1061,6.5,9.14,2.9,3,1.66,2.1,27.47,66.2,118.4,1500.0,3.51,Active,Moderate
60,6777,71,1193,4.27,5.28,6.25,0,4.04,1.61,23.38,66.7,109.5,1500.0,8.09,Sedentary,Unfit
34,9382,76,1035,5.05,5.57,5.76,4,6.56,2.09,23.33,59.0,106.0,1500.0,10.0,Active,Moderate
49,7240,49,1140,6.7,5.79,6.98,4,7.05,3.03,25.61,66.6,103.7,1500.0,7.95,Active,Moderate
21,7542,67,1013,5.98,7.48,5.92,2,3.89,2.36,26.7,65.8,89.2,1500.0,7.96,Active,Moderate
21,9132,94,984,7.52,8.71,1.57,7,7.16,2.8,21.46,60.9,86.0,1500.0,2.75,Athlete,Fit
34,3646,50,1060,6.77,7.61,7.35,1,6.41,0.79,28.1,74.9,113.0,1500.0,7.78,Sedentary,Unfit
58,7648,94,1105,6.79,7.38,5.42,2,7.04,1.42,23.49,67.5,111.1,1500.0,7.91,Active,Moderate
36,6217,54,1075,8.41,10.0,1.0,5,6.18,3.29,25.42,68.2,119.3,1500.0,1.54,Athlete,Moderate
22,3241,37,1105,7.94,8.25,3.52,3,3.02,3.36,28.34,67.2,102.1,1500.0,5.65,Active,Unfit
49,6680,85,1036,7.03,4.03,7.9,1,2.97,2.55,20.59,67.4,116.2,1500.0,5.79,Sedentary,Unfit
39,11485,124,1021,6.9,7.15,5.33,2,9.06,4.6,19.02,58.4,85.7,1500.0,7.74,Active,Fit
23,4156,67,1055,5.96,6.11,7.86,2,8.72,3.28,33.6,70.6,114.6,1500.0,7.93,Active,Unfit
52,4733,62,982,4.89,4.36,3.65,3,5.91,2.22,28.08,65.5,110.5,1500.0,9.24,Active,Unfit
39,10088,111,1046,6.48,6.22,6.94,3,7.81,1.94,18.48,53.4,89.0,1500.0,10.0,Active,Unfit
18,6969,72,1144,7.53,7.51,2.18,0,5.2,2.85,29.0,66.3,92.0,1500.0,3.89,Sedentary,Fit
37,3983,26,1120,6.36,5.39,7.72,2,8.57,1.51,32.57,71.1,109.1,1500.0,6.56,Active,Unfit
39,3524,47,1069,5.31,5.49,7.37,1,3.76,1.1,30.56,69.3,110.0,1500.0,7.78,Sedentary,Unfit
28,8051,65,1004,5.89,5.89,8.78,2,5.22,1.19,21.47,61.9,84.9,1500.0,7.62,Active,Unfit
30,9833,102,1024,6.49,8.8,4.06,3,4.92,2.92,17.43,59.8,113.1,1500.0,6.53,Active,Moderate
59,7336,70,1089,6.3,7.04,4.69,4,7.82,2.51,26.93,65.5,103.9,1500.0,4.83,Active,Moderate
20,10696,92,1074,7.38,5.25,8.47,3,8.87,2.94,19.87,61.0,92.7,1500.0,7.43,Active,Moderate
26,8957,85,972,7.25,9.42,4.91,1,8.03,3.25,23.25,61.8,111.4,1500.0,5.71,Sedentary,Moderate
29,3715,35,1167,5.53,6.65,4.73,4,7.25,2.13,32.8,73.8,107.8,1500.0,6.0,Active,Unfit
40,3605,44,973,8.34,9.29,1.87,5,4.19,3.27,35.88,78.8,113.9,1500.0,2.36,Athlete,Moderate
31,10009,110,1019,6.54,6.43,3.91,4,3.66,3.71,16.0,59.4,92.7,1500.0,6.61,Active,Moderate
50,3949,11,1150,6.13,3.99,5.41,4,4.56,1.88,36.36,72.1,118.2,1500.0,8.33,Active,Unfit
35,3083,10,1125,3.0,1.0,8.8,4,4.01,3.11,28.45,74.4,115.3,1500.0,2.21,Active,Unfit
58,5905,63,1079,8.25,7.9,6.88,4,4.09,3.23,26.51,70.4,104.6,1500.0,6.99,Active,Moderate
26,5692,63,1105,7.32,8.85,2.96,1,7.36,2.23,32.45,67.4,101.0,1500.0,5.23,Sedentary,Moderate
40,8987,70,1089,6.56,5.76,6.85,2,7.81,1.08,16.91,60.6,106.5,1500.0,8.71,Active,Moderate
27,9461,95,1170,5.58,7.87,7.33,3,1.0,2.76,21.92,60.7,108.7,1500.0,10.0,Active,Moderate
36,3213,51,994,5.51,7.39,5.81,4,5.21,1.86,29.23,73.3,131.8,1500.0,9.01,Active,Moderate
64,2351,10,1129,5.69,6.0,4.67,1,6.58,2.51,32.85,76.8,120.6,1500.0,7.68,Sedentary,Unfit
22,4266,38,997,6.92,8.52,6.64,5,6.27,2.64,28.46,68.9,115.4,1500.0,5.6,Athlete,Moderate
64,5016,33,1080,6.58,4.76,6.38,2,4.1,2.38,29.72,61.9,96.7,1500.0,7.81,Active,Unfit
40,3784,10,1115,7.12,9.56,3.54,0,4.97,2.19,30.04,75.3,120.8,1500.0,4.61,Sedentary,Unfit
47,4585,43,1200,5.07,4.51,7.66,2,5.82,2.52,34.95,67.0,117.0,1500.0,6.8,Active,Unfit
42,7043,75,963,7.13,7.05,8.19,3,2.33,0.91,22.77,68.7,107.3,1500.0,9.43,Active,Unfit
45,3513,54,1112,4.98,7.07,8.22,7,7.04,2.01,29.43,71.2,102.2,1500.0,9.25,Athlete,Unfit
51,6460,60,1144,5.85,6.54,5.3,3,4.62,2.31,29.8,69.1,113.6,1500.0,8.97,Active,Moderate
62,6684,73,1180,7.66,9.21,2.6,2,4.26,4.14,20.49,66.4,110.4,1500.0,4.29,Active,Moderate
64,8374,64,1155,5.87,7.12,6.29,5,6.64,1.92,20.86,61.4,106.0,1500.0,10.0,Athlete,Moderate
42,6327,33,1064,7.34,5.49,8.45,2,6.97,1.25,28.91,70.0,105.0,1500.0,5.85,Active,Unfit
27,5124,33,1119,8.43,7.0,3.6,5,3.9,2.8,27.4,72.5,121.7,1500.0,6.13,Athlete,Moderate
31,4255,30,1124,7.16,5.81,4.39,2,8.82,2.96,27.1,69.0,130.9,1500.0,8.61,Active,Unfit
59,8422,64,1115,5.93,6.85,3.02,2,4.86,2.87,24.3,74.7,126.2,1500.0,8.28,Active,Moderate
63,4577,82,1096,8.47,7.65,3.63,5,5.31,3.12,29.73,70.1,129.7,1500.0,5.08,Athlete,Moderate
47,6850,84,1005,8.25,9.05,4.14,4,2.95,3.0,24.94,71.3,117.7,1500.0,5.35,Active,Moderate
58,9836,90,1027,5.84,7.64,3.75,3,3.67,3.04,16.0,60.8,124.6,1500.0,4.3,Active,Moderate
42,6010,46,1190,6.35,4.18,7.8,2,6.22,2.53,32.02,64.6,98.5,1500.0,5.95,Active,Unfit
31,7122,94,1002,6.16,9.25,2.15,2,5.56,3.43,20.18,66.9,116.4,1500.0,3.16,Active,Moderate
52,5379,58,1085,5.22,4.52,8.57,1,5.98,3.98,24.24,70.7,111.9,1500.0,5.17,Sedentary,Unfit
51,12364,131,981,6.32,6.62,5.45,3,3.61,3.7,16.0,59.1,95.7,1500.0,8.8,Active,Moderate
27,12766,141,1013,5.42,7.59,5.27,2,6.14,1.86,16.0,50.6,112.7,1500.0,8.35,Active,Moderate
52,10543,110,1092,5.99,7.1,7.6,4,8.76,3.56,16.0,62.1,111.5,1500.0,8.07,Active,Moderate
28,7344,65,1045,6.69,7.07,5.47,3,8.75,2.61,26.6,62.3,95.3,1500.0,8.49,Active,Moderate
28,7700,77,1002,6.87,5.77,6.74,1,4.03,3.09,22.31,70.2,119.7,1500.0,8.53,Sedentary,Unfit
38,6076,61,1035,7.9,5.02,7.06,3,3.44,2.15,25.64,68.6,128.3,1500.0,9.74,Active,Unfit
38,8829,95,1111,7.6,8.2,5.12,3,3.09,4.08,18.58,62.5,129.5,1500.0,8.64,Active,Moderate
39,9464,129,1064,7.47,7.91,6.15,4,5.2,3.41,24.76,58.7,96.1,1500.0,7.57,Active,Moderate
62,7101,68,1087,6.73,6.04,7.48,6,1.52,2.49,26.33,66.8,99.4,1500.0,10.0,Athlete,Moderate
24,8703,64,1084,6.96,6.61,5.17,2,4.09,2.56,22.97,60.7,103.4,1500.0,8.39,Active,Moderate
34,5877,38,1042,7.89,6.37,8.79,0,2.94,2.59,28.96,70.9,116.5,1500.0,7.92,Sedentary,Unfit
19,4380,26,1142,3.7,4.05,6.41,3,8.16,1.76,28.25,69.0,101.1,1500.0,6.9,Active,Unfit
29,8173,93,1050,7.98,7.68,6.28,1,5.66,1.31,23.77,64.6,103.2,1500.0,9.14,Sedentary,Moderate
59,8546,99,1113,6.71,5.78,9.16,2,7.37,1.86,21.86,63.4,80.9,1500.0,6.49,Active,Moderate
35,3872,74,1036,7.56,8.24,2.88,2,1.0,2.7,34.83,71.0,88.5,1500.0,4.78,Active,Unfit
28,5346,54,1012,7.56,5.55,4.46,4,6.32,1.46,28.36,76.3,132.4,1500.0,9.13,Active,Moderate
33,10625,103,1030,5.44,6.95,6.57,3,8.79,2.73,21.84,59.7,105.3,1500.0,10.0,Active,Unfit
35,4374,42,1111,5.41,5.89,2.18,0,4.86,2.9,35.19,70.6,121.7,1500.0,7.01,Sedentary,Unfit
52,8484,104,1007,6.41,4.02,8.23,1,2.61,2.92,19.39,57.3,93.2,1500.0,4.68,Sedentary,Fit
43,9609,100,1097,7.61,7.42,5.08,7,3.96,1.93,20.08,64.9,101.6,1500.0,6.95,Athlete,Moderate
33,6723,75,1029,6.67,6.75,8.68,4,5.66,3.64,21.77,66.6,114.7,1500.0,8.21,Active,Unfit
23,3285,57,1123,7.35,6.38,5.55,6,2.48,2.28,28.91,71.5,117.1,1500.0,8.48,Athlete,Unfit
61,9041,96,1014,7.21,6.11,6.24,3,6.39,4.8,18.14,61.9,102.7,1500.0,9.61,Active,Moderate
60,6709,68,1056,7.8,8.22,7.41,2,1.0,1.51,20.8,65.5,99.5,1500.0,6.78,Active,Fit
64,10482,88,1014,7.92,6.07,9.79,6,9.31,2.47,16.0,55.6,85.3,1500.0,5.88,Athlete,Moderate
64,3682,42,1044,6.72,6.87,3.72,1,4.42,3.25,37.33,73.4,113.0,1500.0,6.8,Sedentary,Unfit
59,9214,95,1050,8.35,10.0,4.48,4,7.02,1.65,18.02,64.1,100.4,1500.0,4.24,Active,Fit
29,9510,94,1051,6.1,5.64,6.92,2,6.22,1.28,20.87,57.7,87.1,1500.0,8.72,Active,Moderate
30,12276,116,1030,7.21,9.13,5.96,3,8.9,1.44,17.82,56.5,98.5,1500.0,8.42,Active,Moderate
21,7691,72,1073,8.51,7.8,5.65,6,6.9,2.49,20.9,62.3,111.1,1500.0,8.17,Athlete,Moderate
56,7964,91,1069,7.15,9.57,3.95,0,2.63,2.77,20.28,63.0,106.1,1500.0,6.67,Sedentary,Moderate
19,7940,74,1051,6.36,8.35,3.99,4,4.28,3.42,19.19,60.7,98.4,1500.0,4.59,Active,Moderate
43,8126,103,1027,7.48,8.67,5.73,6,4.49,2.42,18.71,59.7,101.3,1500.0,6.95,Athlete,Moderate
44,10159,92,921,5.83,4.79,6.76,4,6.93,2.93,20.15,57.3,104.2,1500.0,7.94,Active,Moderate
44,6856,55,1098,4.83,5.69,6.94,1,4.19,2.26,21.05,67.0,112.0,1500.0,9.48,Sedentary,Unfit
32,10489,115,992,6.13,7.27,4.89,3,7.76,2.04,17.75,62.8,113.4,1500.0,7.99,Active,Moderate
25,5611,48,1113,4.04,3.84,7.91,4,5.29,2.19,30.95,75.6,112.1,1500.0,5.62,Active,Unfit
24,7614,68,1031,5.45,5.91,4.31,2,5.71,2.46,21.55,65.4,98.3,1500.0,7.9,Active,Moderate
64,9468,69,1096,7.71,8.69,3.54,2,6.78,2.59,19.51,61.2,92.8,1500.0,6.0,Active,Moderate
63,3782,23,1178,7.11,7.11,7.24,0,8.99,3.73,22.68,69.7,125.2,1500.0,10.0,Sedentary,Unfit
57,6951,62,1133,4.89,1.73,10.0,2,5.03,4.14,24.45,63.4,84.5,1500.0,2.73,Active,Fit
29,5460,43,1063,6.06,6.44,4.31,2,6.05,1.66,29.4,70.9,104.7,1500.0,9.38,Active,Moderate
30,10437,85,1070,4.99,6.95,5.75,2,5.42,2.51,16.34,58.2,103.3,1500.0,8.65,Active,Fit
60,9440,104,1009,6.92,10.0,1.32,1,6.85,2.33,17.71,54.6,103.1,1500.0,1.08,Sedentary,Fit
34,9441,77,1152,5.46,4.84,9.21,2,2.37,1.15,24.07,59.9,80.0,1500.0,4.81,Active,Unfit
34,6522,67,996,7.58,6.44,5.41,4,6.11,2.88,19.63,68.7,96.1,1500.0,10.0,Active,Moderate
53,6517,64,1115,4.23,5.04,8.72,5,8.07,2.43,26.92,68.3,101.6,1500.0,5.6,Athlete,Unfit
38,5527,56,1088,5.7,4.69,10.0,5,2.16,2.42,26.31,65.5,111.5,1500.0,4.38,Athlete,Unfit
25,5407,54,1105,6.44,4.91,9.6,0,3.77,2.27,29.59,66.3,101.5,1500.0,6.54,Sedentary,Unfit
22,6335,52,1004,8.11,10.0,3.1,0,7.38,3.55,23.5,62.6,95.5,1500.0,3.87,Sedentary,Moderate
43,8858,88,968,6.49,8.42,5.0,3,7.43,1.95,19.57,69.3,116.9,1500.0,5.79,Active,Unfit
33,9870,84,1029,6.28,4.76,7.94,2,5.99,1.97,23.59,57.6,103.0,1500.0,5.29,Active,Moderate
53,4695,34,1067,6.59,6.27,6.58,5,7.74,3.45,30.2,67.2,88.1,1500.0,8.91,Athlete,Moderate
45,8070,71,953,7.46,7.6,6.27,2,8.13,1.69,16.9,63.5,106.4,1500.0,10.0,Active,Moderate
46,8646,79,1154,6.51,6.51,8.46,2,10.0,2.6,16.0,63.8,97.1,1500.0,7.42,Active,Unfit
64,4300,43,1077,5.21,4.82,6.54,2,9.32,3.46,29.03,72.9,127.9,1500.0,7.91,Active,Unfit
29,3235,28,1200,7.74,10.0,6.21,4,4.61,1.4,33.27,79.3,112.0,1500.0,8.05,Active,Unfit
54,4669,45,1087,7.26,7.4,4.98,2,4.28,2.94,25.61,71.7,109.2,1500.0,9.57,Active,Unfit
47,6614,71,927,6.47,5.76,7.45,7,6.42,2.61,20.62,65.9,102.5,1500.0,7.94,Athlete,Moderate
40,3451,42,1097,7.51,4.94,6.13,0,5.21,3.13,32.29,78.7,112.3,1500.0,9.97,Sedentary,Unfit
33,9145,88,1057,5.24,6.63,5.96,6,5.74,2.52,21.69,59.8,105.8,1500.0,8.56,Athlete,Moderate
31,9371,94,950,5.06,4.25,3.81,1,5.36,3.48,16.0,63.5,117.8,1500.0,10.0,Sedentary,Fit
27,6154,60,1094,6.01,6.08,6.76,0,5.49,1.58,24.33,61.1,98.1,1500.0,9.12,Sedentary,Unfit
24,8835,91,983,5.37,5.56,8.88,5,5.18,1.92,19.51,63.6,130.0,1500.0,7.32,Athlete,Moderate
62,9072,91,1094,8.17,9.29,5.33,1,3.62,3.9,23.59,56.7,104.1,1500.0,4.56,Sedentary,Moderate
54,6271,30,1118,8.55,9.07,5.81,3,3.37,1.84,24.8,67.4,105.6,1500.0,6.83,Active,Unfit
46,7592,57,1102,7.36,6.19,6.26,3,6.73,3.1,16.31,64.5,125.3,1500.0,9.18,Active,Moderate
20,4308,36,1198,5.57,6.51,6.56,3,6.61,2.03,28.43,71.3,100.9,1500.0,8.96,Active,Unfit
32,9116,90,977,7.59,6.34,9.13,4,5.57,1.5,16.0,65.7,95.8,1500.0,7.27,Active,Moderate
53,7928,78,1045,6.31,7.78,3.35,1,5.56,3.16,17.02,66.5,114.1,1500.0,5.26,Sedentary,Moderate
64,7105,62,1088,4.97,6.34,5.42,2,8.18,2.41,22.15,64.7,123.0,1500.0,8.47,Active,Unfit
63,8605,87,1051,8.31,10.0,2.86,1,7.59,2.76,24.07,61.9,110.5,1500.0,3.11,Sedentary,Moderate
36,3779,45,1058,5.05,1.7,7.31,4,3.96,2.69,28.63,71.1,114.1,1500.0,5.16,Active,Moderate
30,7617,78,1044,5.08,3.72,7.71,2,8.96,2.3,19.28,62.2,95.5,1500.0,5.7,Active,Moderate
59,2136,59,1063,6.67,8.11,6.65,4,4.71,2.24,40.0,76.2,128.2,1500.0,7.55,Active,Unfit
38,7814,76,1096,6.92,8.5,2.43,1,5.31,1.82,23.3,65.2,112.8,1500.0,3.4,Sedentary,Moderate
54,7817,97,1113,4.43,4.53,6.74,0,7.01,2.44,25.75,59.0,89.1,1500.0,7.85,Sedentary,Moderate
44,5110,45,1019,4.83,5.43,8.7,4,5.85,0.62,25.05,67.5,93.9,1500.0,6.24,Active,Unfit
46,7331,94,979,5.83,4.87,9.64,1,4.41,2.31,23.12,69.0,100.4,1500.0,5.29,Sedentary,Unfit
37,7080,97,983,6.1,4.64,7.79,0,9.99,2.28,24.25,67.4,93.0,1500.0,4.83,Sedentary,Moderate
42,9195,95,993,9.18,7.29,5.33,2,7.76,3.25,16.79,65.7,106.5,1500.0,8.4,Active,Moderate
23,8454,103,1016,7.45,5.83,7.65,5,9.38,2.89,26.81,67.1,116.1,1500.0,8.05,Athlete,Moderate
53,6350,75,988,4.56,6.77,3.79,1,6.7,3.64,28.03,68.1,94.9,1500.0,6.37,Sedentary,Unfit
19,1640,11,1113,6.51,6.37,8.26,3,4.17,2.75,35.25,79.3,116.4,1500.0,7.19,Active,Unfit
39,4719,44,1072,6.03,6.19,6.9,4,4.96,2.85,30.74,69.1,97.6,1500.0,9.13,Active,Unfit
49,6999,76,1020,5.56,5.72,8.43,4,2.36,2.6,25.07,64.9,104.1,1500.0,7.8,Active,Unfit
33,3737,53,1002,6.39,6.61,2.58,6,6.35,3.54,32.87,68.0,110.7,1500.0,4.28,Athlete,Moderate
35,9411,80,1032,5.93,6.39,9.34,6,6.81,3.21,17.9,63.0,96.0,1500.0,7.68,Athlete,Unfit
22,5987,84,1030,8.36,9.87,3.46,6,5.74,1.95,27.68,67.9,92.5,1500.0,3.47,Athlete,Moderate
53,5390,45,1113,5.98,7.7,7.86,2,10.0,2.49,25.19,66.6,118.9,1500.0,9.85,Active,Moderate
47,4224,61,1038,5.3,5.72,6.4,3,6.41,1.13,24.4,72.9,109.4,1500.0,7.68,Active,Unfit
62,7633,72,1013,4.83,3.73,5.57,2,6.89,3.37,21.02,64.9,103.0,1500.0,7.55,Active,Unfit
36,9391,99,1013,6.12,6.87,5.97,4,9.0,2.41,21.27,55.9,87.2,1500.0,9.75,Active,Moderate
40,8645,106,1064,7.12,7.92,5.54,4,9.36,3.2,20.13,63.7,103.7,1500.0,8.25,Active,Fit
51,2243,21,1127,4.7,5.96,6.22,4,4.54,2.04,32.74,72.9,113.2,1500.0,10.0,Active,Moderate
30,8420,81,1018,5.75,5.18,7.09,2,7.19,3.54,25.05,62.2,93.3,1500.0,10.0,Active,Moderate
60,9334,77,1067,6.61,7.83,1.0,2,5.2,1.44,16.15,53.7,92.2,1500.0,2.64,Active,Moderate
46,5269,49,1087,7.53,8.14,4.17,3,7.38,1.83,27.58,72.1,115.4,1500.0,6.36,Active,Unfit
53,10834,96,1026,7.02,4.43,7.52,3,6.64,3.24,16.0,60.1,107.9,1500.0,7.98,Active,Moderate
39,7587,54,1015,7.96,7.2,6.51,2,6.12,1.86,28.51,58.3,95.4,1500.0,8.15,Active,Moderate
64,11419,99,850,6.44,9.89,4.8,2,6.35,1.95,16.0,54.1,98.1,1500.0,4.47,Active,Moderate
53,5733,80,963,7.32,5.34,9.77,5,5.6,2.61,28.41,67.8,107.7,1500.0,5.61,Athlete,Unfit
26,9885,86,1060,5.28,7.11,3.7,4,5.18,2.28,18.66,62.1,93.2,1500.0,6.18,Active,Fit
56,3911,28,1106,7.65,6.62,6.63,5,7.01,1.1,33.0,75.6,132.7,1500.0,9.97,Athlete,Unfit
36,5121,76,1058,6.11,4.91,7.13,5,1.0,2.75,29.34,73.0,117.6,1500.0,7.62,Athlete,Unfit
55,7679,74,1074,4.69,5.26,6.52,1,6.91,2.79,22.06,63.8,117.3,1500.0,8.46,Sedentary,Unfit
23,7801,80,996,7.2,6.47,4.97,0,3.99,2.11,22.01,64.8,105.5,1500.0,9.01,Sedentary,Moderate
64,4807,47,1057,8.7,10.0,5.41,4,1.0,2.4,28.18,72.4,101.2,1500.0,5.67,Active,Unfit
32,8094,67,970,5.9,6.92,7.73,3,4.87,2.59,20.5,65.5,111.4,1500.0,8.79,Active,Moderate
37,5097,65,1052,4.75,4.96,3.42,0,4.61,3.15,25.41,68.4,109.4,1500.0,7.44,Sedentary,Unfit
26,7306,69,1008,5.26,5.22,7.55,1,7.15,2.8,26.95,66.0,110.6,1500.0,7.38,Sedentary,Moderate
49,8288,62,1085,5.22,6.08,7.98,3,4.16,2.23,21.82,63.8,102.0,1500.0,8.11,Active,Moderate
21,11455,139,967,8.17,8.48,4.36,3,5.37,3.07,16.0,56.3,93.1,1500.0,5.14,Active,Moderate
35,11113,115,1073,6.04,7.19,8.67,4,5.78,1.46,16.15,57.3,90.3,1500.0,9.27,Active,Moderate
22,8815,73,1113,6.9,4.36,5.35,2,9.37,3.3,23.53,65.1,122.1,1500.0,9.18,Active,Moderate
37,6698,69,1163,5.85,4.66,6.79,2,5.12,3.01,27.41,61.4,95.1,1500.0,9.27,Active,Unfit
40,8798,88,950,5.67,5.22,7.86,2,5.93,4.43,24.3,65.2,100.6,1500.0,9.13,Active,Moderate
28,4226,41,1043,5.79,7.58,4.48,2,2.89,3.12,31.42,69.3,80.0,1500.0,7.31,Active,Unfit
54,2053,32,1063,7.88,6.78,7.41,4,6.47,3.28,38.47,81.0,121.6,1500.0,7.8,Active,Unfit
39,7278,89,1092,7.03,8.52,4.4,5,5.04,3.67,22.71,66.2,96.3,1500.0,5.63,Athlete,Moderate
21,5892,64,1096,5.9,6.78,2.48,3,6.55,2.32,24.83,72.6,102.4,1500.0,6.67,Active,Moderate
46,5655,43,957,5.68,5.47,9.93,1,5.48,2.29,26.79,67.7,93.6,1500.0,5.71,Sedentary,Unfit
61,2331,43,1109,9.14,7.95,4.19,3,3.89,1.72,32.14,76.2,98.7,1500.0,6.51,Active,Unfit
51,3558,35,1105,7.76,7.32,5.82,4,6.44,3.08,33.03,68.7,132.1,1500.0,9.48,Active,Unfit
30,8621,86,1005,7.45,7.38,7.3,2,4.01,2.56,22.47,69.1,111.8,1500.0,9.71,Active,Moderate
59,3761,28,1041,6.53,9.31,3.74,2,5.57,3.07,35.26,75.6,101.1,1500.0,5.28,Active,Unfit
26,6351,60,981,5.35,5.34,5.23,5,5.53,2.97,21.54,71.1,98.2,1500.0,10.0,Athlete,Moderate
59,5932,58,999,5.43,6.94,4.77,1,8.21,2.77,26.8,69.2,115.4,1500.0,7.27,Sedentary,Moderate
48,5820,32,985,6.07,7.68,6.99,3,6.78,1.19,31.96,67.0,99.7,1500.0,9.76,Active,Moderate
24,3545,43,1100,4.88,3.92,7.58,6,8.01,2.72,29.19,74.2,126.5,1500.0,6.0,Athlete,Unfit
21,5030,58,1142,7.28,4.35,7.88,6,9.16,3.64,27.74,70.3,111.4,1500.0,6.7,Athlete,Moderate
36,3971,42,1058,6.97,6.15,6.63,4,1.7,2.76,22.44,75.0,114.8,1500.0,8.38,Active,Unfit
59,10602,97,1133,7.3,8.86,4.07,4,3.65,2.83,16.0,57.1,92.7,1500.0,6.55,Active,Moderate
47,4368,33,1069,5.28,3.74,5.84,4,9.03,2.14,31.36,73.2,123.2,1500.0,7.87,Active,Unfit
48,3158,14,1191,6.88,8.18,6.31,2,3.12,1.73,30.36,72.2,116.7,1500.0,8.91,Active,Unfit
52,9247,78,1094,6.59,3.91,5.01,5,7.59,1.92,21.62,60.1,99.5,1500.0,10.0,Athlete,Moderate
38,3690,30,971,6.37,6.08,6.08,1,8.49,2.64,31.67,76.4,127.9,1500.0,10.0,Sedentary,Moderate
48,3708,45,1133,5.01,5.34,7.44,3,6.69,3.52,29.25,74.5,121.8,1500.0,9.16,Active,Unfit
36,9428,84,1048,4.53,4.78,7.43,6,6.18,2.58,16.0,67.1,101.8,1500.0,7.11,Athlete,Unfit
48,6783,79,927,6.33,8.49,3.6,2,9.17,2.06,25.82,68.6,99.2,1500.0,7.45,Active,Unfit
49,15474,136,986,5.12,6.23,4.79,0,5.54,3.13,16.0,52.1,96.1,1500.0,8.55,Sedentary,Moderate
19,5060,50,1068,5.55,4.2,8.65,4,4.76,2.66,29.88,69.4,98.0,1500.0,5.63,Active,Unfit
27,8912,75,1057,6.85,6.81,5.02,5,6.65,3.27,20.02,62.0,109.7,1500.0,9.05,Athlete,Moderate
19,4011,60,1172,6.76,4.01,6.05,1,4.02,2.58,26.33,71.9,82.4,1500.0,8.15,Sedentary,Unfit
19,6174,69,1016,5.78,7.25,7.19,7,7.3,1.91,24.52,72.7,109.3,1500.0,10.0,Athlete,Moderate
41,9210,95,1041,5.31,5.5,5.8,2,7.83,2.07,24.41,54.4,100.0,1500.0,8.65,Active,Moderate
34,7470,74,1060,5.77,7.29,4.16,5,10.0,1.87,26.46,65.5,85.5,1500.0,7.5,Athlete,Moderate
49,6295,58,1106,6.47,9.36,3.84,0,5.2,1.56,30.03,67.9,111.3,1500.0,5.15,Sedentary,Moderate
33,12048,128,938,6.54,6.28,2.27,1,7.7,2.89,16.0,51.6,91.3,1500.0,6.48,Sedentary,Moderate
33,4180,35,1103,7.55,9.21,7.31,4,4.85,3.02,26.58,66.2,106.4,1500.0,6.3,Active,Unfit
63,7431,86,977,8.24,6.83,5.34,1,5.33,3.22,22.79,58.1,80.0,1500.0,7.8,Sedentary,Moderate
56,6472,56,1026,6.71,8.14,5.18,7,10.0,1.87,25.35,66.5,95.3,1500.0,4.44,Athlete,Moderate
48,11954,114,1005,6.14,8.07,5.75,3,4.94,1.81,16.0,57.2,84.7,1500.0,9.45,Active,Moderate
60,8957,91,1057,4.2,2.22,9.86,1,2.69,3.03,20.42,65.5,101.0,1500.0,3.88,Sedentary,Unfit
41,10020,106,988,5.37,3.06,10.0,4,8.51,3.38,20.55,57.2,103.6,1500.0,1.35,Active,Moderate
18,2519,19,1161,4.17,5.06,6.85,3,5.71,2.87,33.89,75.2,122.7,1500.0,7.41,Active,Unfit
28,4823,42,1121,7.54,9.0,5.6,0,3.74,3.02,30.4,68.7,105.1,1500.0,6.16,Sedentary,Unfit
38,7719,80,1013,7.73,8.42,4.98,3,6.33,1.4,20.55,64.3,107.7,1500.0,6.21,Active,Moderate
